GameID,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,home_Possessions,home_FantasyPoints,home_Minutes,home_Seconds,home_FieldGoalsMade,home_FieldGoalsAttempted,home_FieldGoalsPercentage,home_EffectiveFieldGoalsPercentage,home_TwoPointersMade,home_TwoPointersAttempted,home_TwoPointersPercentage,home_ThreePointersMade,home_ThreePointersAttempted,home_ThreePointersPercentage,home_FreeThrowsMade,home_FreeThrowsAttempted,home_FreeThrowsPercentage,home_OffensiveRebounds,home_DefensiveRebounds,home_Rebounds,home_Assists,home_Steals,home_BlockedShots,home_Turnovers,home_PersonalFouls,home_Points,home_TrueShootingAttempts,home_TrueShootingPercentage,home_FantasyPointsFanDuel,home_FantasyPointsDraftKings,home_FantasyPointsYahoo,home_PlusMinus,home_DoubleDoubles,home_TripleDoubles,home_FantasyPointsFantasyDraft,away_Possessions,away_FantasyPoints,away_Minutes,away_Seconds,away_FieldGoalsMade,away_FieldGoalsAttempted,away_FieldGoalsPercentage,away_EffectiveFieldGoalsPercentage,away_TwoPointersMade,away_TwoPointersAttempted,away_TwoPointersPercentage,away_ThreePointersMade,away_ThreePointersAttempted,away_ThreePointersPercentage,away_FreeThrowsMade,away_FreeThrowsAttempted,away_FreeThrowsPercentage,away_OffensiveRebounds,away_DefensiveRebounds,away_Rebounds,away_Assists,away_Steals,away_BlockedShots,away_Turnovers,away_PersonalFouls,away_Points,away_TrueShootingAttempts,away_TrueShootingPercentage,away_FantasyPointsFanDuel,away_FantasyPointsDraftKings,away_FantasyPointsYahoo,away_PlusMinus,away_DoubleDoubles,away_TripleDoubles,away_FantasyPointsFantasyDraft
19697,MIN,BOS,161,154,75.9,143.7,182,40,30.4,58.7,35.8,40.6,21.4,33.2,44.6,6.2,25.6,24.3,6.2,17.3,35.9,2.9,26.9,31.1,18.0,3.3,2.4,15.9,18.0,78.8,66.3,41.0,152.0,158.8,152.0,17.3,0.5,0.0,158.8,75.9,143.0,182,40,24.9,63.6,27.0,31.6,17.3,36.6,32.6,5.3,26.9,19.5,18.0,23.5,52.9,5.3,23.5,31.1,13.8,6.2,1.0,11.1,18.0,75.3,73.9,35.2,153.4,155.0,153.4,-17.3,0.5,0.0,155.0
19698,OKC,ATL,178,165,179.5,418.8,417,99,78.4,163.8,83.5,96.4,54.0,102.8,91.5,24.4,61.0,69.7,38.3,40.1,166.8,19.2,66.2,85.4,47.1,12.2,12.2,22.7,38.3,219.6,181.5,105.6,443.2,449.3,443.2,78.4,3.0,0.0,449.3,179.5,410.1,418,0,66.2,177.8,65.0,76.9,41.8,104.6,69.7,24.4,73.2,58.0,47.1,55.8,147.1,43.6,59.3,102.8,47.1,13.9,9.1,26.1,27.9,203.9,202.3,87.8,429.3,445.8,429.3,-78.4,6.1,0.0,445.8
19699,DEN,NO,189,164,102.9,263.4,246,0,52.4,97.6,55.1,62.7,37.0,57.5,66.0,15.4,40.1,39.5,17.5,23.6,75.9,11.3,34.9,46.2,38.0,6.3,5.3,9.5,16.4,137.6,108.0,65.5,274.7,284.2,274.7,92.4,2.1,1.1,282.7,102.9,206.0,246,0,46.2,92.4,51.4,59.4,32.9,61.6,54.7,13.4,30.8,44.5,13.4,15.4,89.0,8.4,30.8,39.0,24.6,6.3,2.1,13.4,18.5,119.1,99.2,61.7,214.2,222.9,214.2,-92.4,1.1,0.0,222.9
19683,DET,PHO,90,102,69.1,137.1,170,0,30.5,61.8,35.1,38.3,24.8,45.4,38.8,4.0,16.3,24.7,6.0,7.1,60.8,5.0,16.3,23.4,17.8,3.5,3.0,11.4,16.3,75.3,66.1,40.5,146.3,147.9,146.3,-49.7,0.5,0.0,147.9,69.1,165.5,170,0,30.5,61.1,35.5,38.8,24.8,46.2,38.2,4.0,14.9,27.1,18.5,20.6,63.7,7.1,20.6,30.5,20.6,4.0,5.0,12.8,6.6,85.2,70.1,43.0,178.3,176.3,178.3,49.7,0.0,0.0,176.3
19684,SA,TOR,99,105,131.1,278.3,325,0,58.8,117.6,61.2,67.6,46.6,78.4,72.8,12.2,39.2,38.2,12.2,15.9,94.2,11.0,45.3,56.4,36.8,10.5,10.5,20.8,25.7,142.1,124.6,69.9,295.5,299.5,295.5,-42.9,1.5,0.0,299.5,131.1,300.0,325,0,53.9,118.8,55.6,68.2,30.6,60.0,62.5,23.3,58.8,48.5,19.6,31.8,75.3,15.9,41.6,57.6,35.5,14.7,9.0,17.2,18.4,150.7,132.8,69.5,322.1,326.8,322.1,42.9,3.0,0.0,326.8
19685,CLE,GS,98,89,50.2,112.2,122,0,20.8,42.2,25.1,28.1,15.2,23.4,33.1,2.8,18.8,15.1,11.2,14.2,39.9,3.4,20.8,27.4,13.2,2.1,0.5,4.6,10.7,58.4,48.4,30.6,117.2,121.7,117.2,27.9,0.3,0.0,121.7,50.2,107.1,122,0,17.3,47.8,18.4,22.7,4.6,26.9,17.3,4.1,20.8,19.8,10.2,15.2,33.9,4.4,13.7,22.4,13.2,2.6,1.0,3.4,4.6,52.8,54.5,24.7,114.2,115.6,114.2,-27.9,0.0,0.0,115.6
19686,DAL,CHA,106,101,133.7,303.5,310,0,55.6,117.6,61.1,70.9,37.5,63.3,76.5,18.1,54.3,43.0,31.0,41.3,96.9,11.6,49.1,60.7,40.1,5.0,10.0,12.9,24.5,160.2,135.8,76.2,315.1,327.8,315.1,38.8,5.0,0.0,327.8,133.7,285.0,310,0,63.3,127.9,64.0,69.1,53.0,89.1,76.7,10.3,38.8,34.5,15.5,27.1,73.8,12.9,42.6,55.6,38.8,8.3,3.3,10.3,32.3,152.5,139.8,70.5,294.1,305.9,294.1,-38.8,3.3,1.7,303.9
19687,POR,MEM,85,95,56.4,120.3,138,0,21.3,54.7,22.4,26.7,13.2,28.8,26.5,4.6,25.9,17.9,4.0,5.0,46.1,5.3,17.9,27.1,13.2,3.6,1.7,4.6,12.1,57.6,58.5,28.4,129.5,130.6,129.5,-34.6,0.3,0.0,130.6,56.4,127.5,138,0,25.9,51.3,29.1,33.6,18.4,32.8,32.3,4.3,18.4,23.4,3.0,4.3,39.9,3.3,22.5,28.2,15.6,2.0,2.3,5.3,10.4,64.5,54.6,34.2,135.0,137.2,135.0,34.6,0.0,0.0,137.2
19675,PHI,PHO,192,171,44.9,100.9,113,0,20.3,42.4,22.5,25.1,15.1,28.3,25.1,2.4,14.1,17.3,3.3,4.0,39.2,3.3,17.0,24.0,11.3,1.1,1.3,3.8,11.3,52.8,46.1,26.9,106.1,110.8,106.1,28.3,0.7,0.0,110.8,44.9,103.3,113,0,15.1,41.9,17.0,19.0,10.8,25.4,20.1,2.0,16.5,12.1,12.7,15.5,38.5,3.3,12.7,19.8,10.4,2.4,2.7,2.2,2.4,47.1,48.8,22.7,114.2,108.8,114.2,-28.3,0.0,0.0,108.8
19676,IND,CHA,212,214,116.0,265.8,285,0,53.5,110.5,57.5,71.5,27.3,57.0,56.9,26.1,53.5,58.1,14.3,19.0,89.1,13.1,29.7,42.8,36.8,9.9,7.1,16.6,21.4,147.3,118.8,73.7,280.0,291.1,280.0,-5.9,1.4,0.0,291.1,116.0,268.1,285,0,55.8,104.5,63.4,68.9,46.3,80.8,68.2,11.3,23.8,47.5,27.3,27.3,118.8,14.3,34.5,48.7,27.3,7.1,11.9,15.4,23.8,148.5,116.6,75.8,286.0,286.6,286.0,7.1,2.8,0.0,286.6
19677,ORL,LAL,205,173,40.0,96.8,97,0,18.6,40.8,18.4,20.8,13.7,27.5,20.2,2.0,13.3,14.7,2.6,3.1,34.0,3.1,12.9,20.6,11.7,1.0,1.5,2.4,2.9,48.5,44.2,22.1,102.9,104.5,102.9,38.4,0.3,0.0,104.5,40.0,76.6,97,0,14.9,33.9,17.8,19.7,11.7,21.8,21.7,1.3,12.1,10.8,3.1,3.4,36.6,1.6,12.1,16.2,2.8,1.0,1.6,2.8,3.4,40.8,37.7,21.9,83.0,83.0,83.0,-38.4,0.2,0.0,83.0
19678,NO,ATL,180,210,78.0,175.3,204,0,34.0,71.5,40.5,44.6,27.2,45.1,51.4,5.8,26.4,22.0,14.5,17.9,68.9,6.5,22.1,29.8,20.4,6.5,5.1,6.5,12.8,89.4,79.3,48.1,188.9,184.0,188.9,-76.6,0.0,0.0,184.0,78.0,201.2,204,0,38.3,79.1,41.2,47.6,26.4,44.3,50.7,11.9,34.9,29.0,16.2,20.4,67.4,16.2,28.1,44.3,23.8,2.9,4.3,8.0,13.6,104.7,88.1,50.5,209.7,216.6,209.7,76.6,1.4,0.0,216.6
19679,BKN,BOS,195,212,156.3,329.9,376,0,67.4,156.8,67.4,81.5,40.8,75.3,85.0,26.7,81.5,51.3,17.2,26.7,101.4,15.7,50.2,65.9,34.5,9.8,12.3,12.3,32.9,178.8,168.5,83.1,344.0,350.4,344.0,-78.4,0.0,0.0,350.4,156.3,354.4,376,0,67.4,141.1,75.0,87.2,43.9,70.6,97.5,23.5,70.6,52.2,36.1,42.3,133.6,15.7,62.7,78.4,34.5,9.8,14.8,17.2,26.7,194.4,159.7,95.3,370.0,383.4,370.0,78.4,4.9,0.0,383.4
19680,HOU,SAC,183,152,128.2,293.0,326,0,54.4,118.2,62.5,71.9,36.7,69.3,71.9,17.7,48.9,49.1,19.0,27.2,95.1,13.6,58.4,72.0,38.1,7.4,5.5,14.9,24.5,145.4,130.2,75.7,302.5,317.0,302.5,122.3,3.7,0.0,317.0,128.2,246.8,326,0,43.5,114.2,51.8,61.4,28.5,58.4,66.3,14.9,55.7,36.4,19.0,25.8,100.2,10.9,47.6,58.4,27.2,9.2,11.1,14.9,25.8,121.0,125.5,65.4,261.7,266.7,261.7,-122.3,1.8,0.0,266.7
19681,MIN,UTA,210,163,60.5,157.0,154,0,28.9,52.1,35.8,39.7,23.1,36.7,40.6,3.7,15.4,24.1,15.4,19.9,49.8,3.7,21.9,27.6,16.1,4.1,4.5,4.1,14.8,79.1,60.9,41.9,170.5,165.4,170.5,90.0,0.4,0.0,165.4,60.5,111.8,154,0,22.5,58.5,24.8,29.0,14.8,30.9,30.8,5.0,27.6,17.9,5.4,10.9,49.2,10.9,14.1,25.1,12.9,1.2,2.9,11.6,12.9,61.1,63.3,31.0,118.2,122.7,118.2,-90.0,0.0,0.0,122.7
19682,DEN,CHI,210,173,135.4,350.0,342,0,59.9,115.6,74.1,88.0,37.1,64.2,82.5,22.8,51.4,63.4,32.8,42.8,109.5,14.3,55.7,69.9,44.2,14.3,8.1,15.7,25.7,175.5,134.4,93.3,370.0,377.1,370.0,157.0,4.1,0.0,377.1,135.4,280.3,342,0,55.7,122.7,64.6,69.6,45.7,85.6,76.1,14.3,37.1,38.4,22.8,32.8,99.3,12.8,40.0,52.8,40.0,14.3,6.1,15.7,27.1,144.1,137.2,75.1,294.5,295.7,294.5,-157.0,0.0,0.0,295.7
19533,IND,CLE,121,116,158.4,332.7,368,0,69.0,131.8,80.2,92.7,46.0,84.3,83.5,23.0,47.5,74.2,24.5,36.8,102.3,10.7,50.6,61.3,42.9,10.7,11.8,27.6,27.6,185.5,148.0,96.1,351.1,363.3,351.1,38.3,2.4,0.0,363.3,158.4,342.6,368,5,67.5,128.8,80.3,87.5,55.2,85.8,98.6,12.3,42.9,43.8,30.7,38.3,122.6,11.8,46.0,53.7,41.4,15.3,13.8,19.9,30.7,177.8,145.6,93.7,371.8,363.7,371.8,-41.4,2.4,0.0,363.7
19534,MIL,NY,110,105,73.3,159.7,180,0,26.2,61.4,32.0,41.1,11.2,32.2,26.1,15.0,29.2,38.4,15.0,21.0,53.5,3.9,25.5,30.7,18.0,3.4,5.6,10.5,12.0,82.4,70.6,43.6,171.7,174.0,171.7,18.7,0.0,0.0,174.0,73.3,152.2,180,0,28.5,71.9,29.7,33.6,21.0,42.7,36.8,5.6,29.2,19.2,14.2,18.7,56.9,12.0,30.0,41.9,13.5,3.4,0.6,5.6,16.5,78.6,80.1,36.8,157.4,162.9,157.4,-18.7,0.6,0.0,162.9
19535,MIA,WAS,121,114,147.1,320.9,352,0,70.4,117.3,88.0,99.0,51.3,77.7,96.8,19.1,39.6,70.5,17.6,20.5,125.6,10.3,44.0,54.2,51.3,13.2,2.1,27.9,26.4,177.4,126.3,103.1,335.6,349.3,335.6,51.3,2.1,0.0,349.3,147.1,295.4,352,0,67.4,118.7,83.3,94.1,48.4,77.7,91.3,19.1,41.0,68.0,13.2,24.9,77.6,8.6,38.1,44.0,48.4,10.3,8.6,29.3,26.4,167.1,129.7,94.4,311.5,321.8,311.5,-51.3,0.0,0.0,321.8
19536,CHI,BKN,107,109,64.3,132.9,163,39,29.3,60.7,32.9,36.8,21.8,41.6,35.8,5.1,19.1,26.8,4.7,6.5,48.7,4.2,22.5,28.6,14.3,1.9,1.9,4.7,6.0,73.0,64.9,38.4,138.4,142.5,138.4,-6.8,0.5,0.0,142.5,64.3,144.4,163,40,30.0,65.5,31.2,37.6,17.7,34.8,34.8,12.3,30.7,27.3,1.4,2.3,40.9,3.7,21.1,26.6,21.8,1.9,1.9,3.7,5.6,74.3,67.0,37.9,149.9,154.6,149.9,4.7,0.0,0.0,154.6
19537,OKC,GS,139,141,146.5,287.1,336,0,69.9,116.0,84.2,97.7,48.9,75.5,90.6,21.0,40.5,72.3,33.6,41.9,111.8,13.7,35.0,44.7,36.3,5.9,2.0,26.6,28.0,194.3,134.5,101.2,292.7,313.2,292.7,-14.0,0.0,0.0,313.2,146.5,346.1,336,0,68.5,128.6,74.5,88.1,43.3,72.7,83.3,25.2,55.9,62.9,35.0,41.9,116.5,18.2,35.0,53.1,50.3,12.6,3.9,21.0,35.0,197.1,147.1,93.8,361.5,371.9,361.5,14.0,0.0,0.0,371.9
19538,DEN,DAL,125,114,111.3,291.4,277,0,56.5,107.2,60.8,69.4,41.5,72.6,65.8,15.0,34.6,49.9,16.1,21.9,85.0,21.9,36.9,58.8,38.0,12.7,8.0,19.6,19.6,144.1,116.9,71.0,311.0,315.1,311.0,63.4,2.7,0.0,315.1,111.3,249.4,277,0,47.3,99.2,55.0,67.0,27.7,50.7,62.8,19.6,48.4,46.7,17.3,19.6,101.7,11.5,27.7,39.2,31.1,13.8,8.0,17.3,21.9,131.4,107.8,70.3,270.1,271.5,270.1,-63.4,1.3,0.0,271.5
19539,POR,MEM,115,113,40.1,83.9,98,0,14.4,35.4,15.0,16.9,11.1,23.6,17.3,1.2,11.8,10.4,10.3,13.3,28.7,2.0,12.9,18.4,2.6,1.6,1.0,1.9,2.0,42.4,41.3,18.9,91.0,90.2,91.0,1.4,0.3,0.0,90.2,40.1,86.0,98,0,17.3,35.4,18.1,20.0,13.7,22.5,22.4,1.4,12.9,10.6,1.2,1.8,25.5,1.0,15.1,17.7,10.7,1.1,1.4,2.3,3.4,41.7,37.5,20.6,92.7,92.4,92.7,-3.7,0.1,0.0,92.4
19671,PHI,TOR,41,35,32.8,73.0,81,0,14.2,31.0,15.4,16.8,11.1,22.6,16.6,1.0,2.8,12.1,2.4,2.8,28.3,1.7,10.4,15.5,2.4,1.4,0.3,1.6,2.2,38.4,34.7,18.6,78.1,78.2,78.1,25.3,0.1,0.0,78.2,32.8,63.4,81,0,12.8,26.6,16.2,18.3,3.2,17.2,18.5,1.1,3.2,12.0,1.5,2.2,23.1,1.0,10.8,13.8,10.1,0.5,0.3,2.2,2.3,33.4,29.4,19.1,65.8,69.5,65.8,-25.3,0.1,0.0,69.5
19672,NO,DET,45,41,102.9,232.4,253,0,41.1,84.2,51.4,60.5,26.3,50.5,54.9,14.7,33.7,46.1,34.7,36.9,99.3,7.8,30.5,37.9,28.4,5.5,7.8,12.6,19.0,131.6,100.5,68.9,245.0,249.6,245.0,47.4,1.1,0.0,249.6,102.9,232.3,253,0,43.2,99.0,45.9,53.8,29.5,59.0,52.6,13.7,40.0,36.0,22.1,27.4,85.1,20.0,30.5,50.5,31.6,4.4,5.5,16.8,32.6,122.1,111.0,57.9,241.8,251.7,241.8,-47.4,1.1,0.0,251.7
19673,UTA,ORL,40,41,28.3,60.2,65,0,11.1,24.0,12.4,14.3,2.1,15.1,14.0,0.9,2.4,2.7,1.4,1.9,19.7,0.9,2.6,13.0,2.0,0.7,0.5,1.5,2.0,30.5,27.1,15.2,64.6,65.6,64.6,-2.7,0.1,0.0,65.6,28.3,65.4,65,0,10.5,23.0,12.4,14.0,2.1,15.1,14.0,0.7,2.1,2.5,2.0,2.6,20.2,0.7,2.4,11.6,2.0,1.2,0.7,1.2,1.8,31.0,27.2,15.4,72.4,70.0,72.4,0.7,0.1,0.0,70.0
19674,PHO,SA,43,47,124.4,257.0,301,0,54.0,100.4,67.5,80.1,33.9,60.2,70.5,20.1,40.2,62.8,23.8,32.6,91.7,7.9,36.4,42.7,32.6,7.9,6.3,17.6,18.8,151.9,114.8,83.0,268.3,279.9,268.3,-69.0,1.6,0.0,279.9,124.4,317.1,301,0,64.0,123.0,65.3,76.8,41.4,76.6,67.9,22.6,46.4,61.0,15.1,16.3,115.8,11.3,40.2,51.5,46.4,11.0,7.9,10.0,26.4,165.7,130.2,80.1,332.2,339.8,332.2,69.0,3.2,0.0,339.8
19658,DET,POR,131,143,166.0,314.0,382,94,63.9,143.7,70.9,81.6,46.3,97.4,75.9,17.6,46.3,60.5,16.0,17.6,145.2,15.3,51.1,60.7,38.3,19.2,10.2,28.7,49.5,161.3,151.5,85.0,339.5,340.2,339.5,-71.9,0.0,0.0,340.2,166.0,342.2,382,94,60.7,129.4,74.9,82.9,49.5,97.4,81.1,11.2,31.9,55.9,43.1,52.7,130.6,11.2,59.1,70.3,36.7,16.0,11.2,27.1,24.0,175.7,152.5,92.0,369.4,367.3,369.4,71.9,2.6,0.0,367.3
19659,TOR,MIL,169,144,84.1,222.2,210,51,44.9,80.1,49.3,56.1,31.7,46.6,59.8,13.2,33.4,34.8,11.4,12.3,81.8,13.2,30.8,44.0,30.8,5.4,4.6,14.1,22.0,114.4,85.5,59.0,233.6,242.0,233.6,83.6,2.3,0.0,242.0,84.1,162.2,211,0,30.8,66.9,40.6,48.7,19.4,37.0,46.1,11.4,29.9,33.6,24.6,33.4,64.9,5.4,19.4,25.5,16.7,7.0,1.5,10.6,15.0,97.7,81.6,52.8,171.9,174.5,171.9,-83.6,0.0,0.0,174.5
19660,ATL,WAS,169,157,158.5,345.2,346,0,66.3,132.7,72.1,78.3,53.4,86.5,89.0,13.0,46.1,40.5,41.8,46.1,130.6,20.2,62.0,82.2,37.5,11.5,6.2,28.8,23.1,187.5,153.0,88.4,361.1,376.7,361.1,64.9,6.2,0.0,376.7,158.5,337.4,346,0,73.5,145.6,72.8,79.9,59.1,88.0,96.9,14.4,57.7,36.0,13.0,20.2,92.7,12.5,41.8,50.5,46.1,20.2,6.2,15.9,36.0,174.5,154.5,81.5,361.9,355.1,361.9,-64.9,0.0,0.0,355.1
19661,BOS,IND,201,135,75.9,193.8,174,43,39.2,69.0,41.2,48.9,24.7,43.6,41.2,14.5,25.4,41.5,19.6,20.3,70.0,5.8,33.4,41.4,19.6,2.6,1.1,5.8,13.8,112.5,77.9,52.3,198.9,208.2,198.9,185.1,0.5,0.0,208.2,75.9,141.7,174,42,33.4,73.3,33.0,34.5,29.8,46.5,46.5,2.6,26.9,7.1,3.7,6.3,42.3,4.2,16.7,22.5,18.9,3.2,3.2,4.7,14.5,75.5,77.2,35.4,150.4,147.9,150.4,-185.1,0.0,0.0,147.9
19662,MIA,BKN,136,142,154.4,312.9,361,89,58.9,137.4,64.8,76.3,39.3,80.0,74.1,19.6,57.4,51.6,21.1,27.2,117.5,16.6,52.8,69.5,33.2,15.1,11.4,24.2,30.2,158.6,149.4,80.0,335.5,340.5,335.5,-30.2,2.3,0.0,340.5,154.4,329.0,361,83,55.9,123.8,68.1,82.9,31.7,69.5,69.0,24.2,54.4,67.0,28.7,39.3,110.4,10.6,60.4,71.0,40.8,16.6,9.1,27.2,27.2,164.6,141.1,88.0,351.7,358.2,351.7,30.2,0.0,0.0,358.2
19663,NY,CLE,116,123,76.1,149.9,190,0,25.4,73.0,27.6,29.3,21.4,49.2,34.5,3.1,23.8,13.2,15.9,23.8,52.9,12.7,27.0,39.6,14.3,6.3,1.9,10.3,12.7,70.6,83.4,33.6,160.2,159.0,160.2,-23.8,0.0,0.0,159.0,76.1,150.0,190,0,25.4,58.7,34.3,40.8,15.9,33.3,37.7,7.5,25.4,29.7,15.1,15.9,75.3,3.8,31.7,36.5,17.4,4.4,3.1,14.3,21.4,75.3,65.7,45.4,159.6,163.8,159.6,23.8,0.0,0.0,163.8
19664,OKC,NO,138,143,134.4,271.1,313,73,49.7,115.1,56.5,62.4,40.5,70.6,75.1,12.0,44.5,26.9,30.1,32.7,120.3,10.3,56.2,64.1,30.1,10.3,8.6,18.3,31.4,138.6,129.5,70.0,285.5,290.0,285.5,-26.2,1.7,0.0,290.0,134.4,301.0,313,75,52.3,133.4,51.3,59.0,35.3,78.5,58.9,17.0,54.9,40.5,22.2,37.9,76.6,28.8,47.1,75.9,30.1,10.5,8.6,13.1,26.2,143.9,150.1,62.5,318.0,323.7,318.0,26.2,3.4,0.0,323.7
19665,HOU,CHA,166,155,59.8,138.0,142,0,26.0,49.7,31.0,38.1,13.6,27.8,28.9,12.4,21.9,33.6,11.2,13.6,48.9,2.5,18.4,22.5,20.7,3.5,0.7,10.1,13.0,75.8,55.7,40.3,145.1,151.3,145.1,26.6,0.4,0.0,151.3,59.8,131.0,142,0,26.6,53.3,29.6,32.9,20.1,37.3,32.0,3.9,16.0,24.1,10.7,14.8,42.6,5.3,17.2,26.0,12.4,3.2,2.8,5.6,11.2,70.4,59.8,34.9,141.1,140.3,141.1,-26.6,0.0,0.0,140.3
19666,MIN,DEN,143,116,135.7,290.7,330,0,52.2,114.1,63.0,69.6,41.2,85.2,66.6,11.0,28.9,52.4,35.8,37.1,132.4,11.0,53.6,64.6,27.5,12.4,9.5,17.9,20.6,151.2,130.5,79.6,309.9,308.3,309.9,144.4,0.0,0.0,308.3,135.7,264.1,330,0,52.2,132.0,54.4,58.7,44.0,86.6,69.8,11.3,45.4,25.0,13.2,13.8,96.2,16.5,42.6,59.1,31.6,11.3,13.8,20.6,30.2,122.4,138.0,60.9,286.1,283.6,286.1,-144.4,1.9,0.0,283.6
19667,DAL,CHI,148,136,60.6,136.7,158,38,24.4,53.4,30.1,38.2,11.2,21.7,33.9,13.2,31.6,27.5,13.2,18.5,47.1,5.6,21.1,29.7,15.2,3.0,0.9,5.6,4.8,75.1,61.5,40.2,142.7,150.1,142.7,29.7,0.4,0.0,150.1,60.6,130.5,158,38,27.7,58.7,31.1,35.5,20.4,36.9,36.5,4.8,21.7,21.9,4.3,4.8,59.9,5.2,20.4,28.3,12.5,4.3,1.3,5.6,15.2,69.2,61.8,36.8,139.1,140.9,139.1,-29.7,0.4,0.0,140.9
19668,UTA,MEM,173,142,182.5,418.6,411,0,80.5,148.9,92.4,114.2,42.8,75.3,97.2,37.7,73.6,87.7,29.1,41.1,121.2,17.1,68.5,85.6,59.9,12.0,8.8,36.0,37.7,227.7,167.0,116.8,435.7,462.2,435.7,205.4,2.9,0.0,462.2,182.5,376.5,411,0,59.9,164.4,62.5,75.0,36.0,71.9,85.6,24.0,92.4,44.3,42.8,54.8,133.7,24.0,47.9,71.9,42.8,20.5,12.0,25.7,37.7,186.6,188.5,84.7,409.0,404.9,409.0,-205.4,0.0,0.0,404.9
19669,GS,SAC,132,131,93.2,197.2,239,0,38.8,80.6,47.9,54.0,27.9,49.8,55.7,10.9,30.8,35.3,12.9,14.9,86.3,6.9,28.9,35.8,31.8,5.0,5.9,16.9,16.9,101.5,87.2,58.0,208.2,212.9,208.2,5.0,0.0,0.0,212.9,93.2,205.6,239,0,35.8,87.6,40.7,47.5,24.9,52.7,47.0,10.9,34.8,31.2,17.9,22.9,77.9,13.9,33.8,47.8,23.9,7.9,4.0,11.9,16.9,100.5,97.6,51.2,217.5,220.9,217.5,-5.0,1.0,0.0,220.9
19670,LAL,LAC,169,162,122.6,288.1,297,0,51.5,100.8,57.2,64.7,39.2,65.0,67.5,12.3,35.8,38.5,30.2,40.3,84.0,10.1,47.0,57.1,31.4,11.2,10.1,15.7,26.9,145.6,118.5,68.7,309.3,310.0,309.3,28.0,3.8,0.0,310.0,122.6,253.3,297,0,52.6,110.9,53.2,61.0,37.0,72.8,56.9,15.7,38.1,46.1,19.0,30.2,70.6,13.4,38.1,51.5,24.6,13.4,1.3,14.6,34.7,140.0,124.2,63.1,267.9,272.7,267.9,-28.0,1.3,0.0,272.7
19655,CLE,NY,74,88,45.6,87.6,114,0,17.2,43.9,18.7,21.3,12.4,25.8,22.9,2.3,18.1,12.5,2.0,2.7,35.8,3.2,15.3,21.9,4.3,1.4,1.4,3.4,4.3,43.4,46.4,22.3,93.3,94.7,93.3,-42.9,0.0,0.0,94.7,45.6,95.2,114,0,18.1,41.0,21.1,24.4,11.9,24.8,22.9,3.0,16.2,18.2,4.6,11.9,38.2,2.7,17.2,22.9,4.1,2.0,0.2,3.2,3.9,52.0,46.3,26.8,100.0,103.5,100.0,42.9,0.2,0.0,103.5
19656,PHO,SA,92,93,128.0,277.3,302,0,52.9,104.6,63.8,77.4,30.2,55.4,68.7,22.7,49.1,58.2,15.1,18.9,100.8,9.5,46.6,54.2,36.5,10.1,11.1,23.9,22.7,143.6,112.9,80.3,296.2,305.2,296.2,-6.3,1.6,0.0,305.2,128.0,280.9,302,0,54.2,115.9,58.8,68.4,36.5,69.3,66.4,17.6,46.6,47.6,18.9,25.2,94.5,10.1,36.5,46.6,31.5,12.6,11.3,15.1,21.4,144.9,127.0,71.7,304.8,299.6,304.8,7.9,0.0,0.0,299.6
19657,LAC,ORL,96,83,56.1,123.1,131,0,23.9,48.4,26.9,31.2,16.3,31.6,28.1,4.1,16.9,24.6,4.7,12.5,37.9,2.7,19.0,23.9,15.8,3.0,1.2,4.7,14.1,64.2,53.9,32.4,130.7,132.5,130.7,43.5,0.0,0.0,132.5,56.1,104.7,131,0,20.7,44.1,25.5,28.2,16.9,27.7,33.1,2.1,16.3,12.7,10.3,18.0,31.3,2.1,18.0,21.8,12.5,2.7,0.9,4.7,13.1,55.5,52.0,29.0,111.2,112.1,111.2,-43.5,0.0,0.0,112.1
19644,CHA,BKN,31,34,172.0,390.6,400,0,78.3,160.0,81.7,88.5,65.0,108.4,100.0,13.3,51.7,43.0,31.7,33.3,158.4,13.3,51.7,65.0,55.0,13.3,13.9,15.0,38.3,201.7,174.7,96.0,412.2,410.5,412.2,-100.0,2.8,0.0,410.5,172.0,394.6,400,0,81.7,145.0,93.9,105.4,61.7,90.0,114.2,20.0,55.0,60.7,38.3,53.3,119.9,16.7,60.0,76.7,41.7,11.1,13.3,21.7,31.7,221.7,168.5,109.7,414.6,421.8,414.6,100.0,2.8,0.0,421.8
19645,IND,CHI,27,28,89.6,183.1,212,0,31.8,77.7,36.1,42.1,21.2,37.1,50.4,10.6,40.6,23.0,18.5,22.1,74.2,8.6,31.8,41.5,23.0,5.5,3.9,15.0,21.2,92.7,87.4,46.8,193.7,200.7,193.7,-30.9,1.6,0.0,200.7,89.6,183.9,212,0,35.3,76.8,40.6,43.6,30.0,61.8,42.9,4.7,15.0,31.2,23.0,27.4,74.1,7.8,30.0,38.9,16.8,6.2,4.7,11.5,15.0,98.9,88.9,49.2,196.3,195.6,196.3,30.9,0.8,0.0,195.6
